EDUCATIONAL ATTAINMENT__Population 25 years and over,"EDUCATIONAL ATTAINMENT__Some college, no degree",EMPLOYMENT STATUS__Females 16 years and over,EMPLOYMENT STATUS__Own children 6 to 17 years,EMPLOYMENT STATUS__Population 16 years and over,"GROSS RENT__$1,500 or more",GROSS RENT__$200 to $299,GROSS RENT__Median (dollars),"HOUSE HEATING FUEL__Bottled, tank, or LP gas",HOUSE HEATING FUEL__Utility gas,HOUSEHOLDS BY TYPE__Average family size,HOUSEHOLDS BY TYPE__Family households (families),HOUSEHOLDS BY TYPE__Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE__Total households,HOUSING TENURE__Owner-occupied,"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__$75,000 to $99,999",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Mean household income (dollars),"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median earnings for male full-time, year-round workers (dollars)",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median family income (dollars),INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median household income (dollars),"INDUSTRY__Finance and insurance, and real estate and rental and leasing",MORTGAGE STATUS__Housing units with a mortgage,MORTGAGE STATUS__Housing units without a mortgage,OCCUPANTS PER ROOM__1.00 or less,"OCCUPATION__Management, business, science, and arts occupations",OCCUPATION__Sales and office occupations,PLACE OF BIRTH__Native,RACE__One race__White,ROOMS__3 rooms,ROOMS__5 rooms,ROOMS__6 rooms,ROOMS__7 rooms,ROOMS__8 rooms,ROOMS__Median rooms,"SELECTED MONTHLY OWNER COSTS (SMOC)__$2,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)__$400 or more,SEX AND AGE__25 to 34 years,SEX AND AGE__45 to 54 years,SEX AND AGE__55 to 59 years,SEX AND AGE__Female,SEX AND AGE__Male,SEX AND AGE__Median age (years),"UNITS IN STRUCTURE__1-unit, detached",UNITS IN STRUCTURE__3 or 4 units,"VALUE__$1,000,000 or more","VALUE__$300,000 to $499,999",VEHICLES AVAILABLE__3 or more vehicles available,YEAR STRUCTURE BUILT__Built 1939 or earlier,YEAR STRUCTURE BUILT__Built 1950 to 1959,YEAR STRUCTURE BUILT__Built 2000 to 2004,YEAR STRUCTURE BUILT__Built 2005 or later,TOTAL KWH
2634,707,1600,503,2847,28,0,861.0,0,1504,3.0,897,543,1537,1073,149,55520.0,40556.0,50521.0,37298.0,131,795,278,1528,525,276,3452,151,56,444,546,147,127,5.7,247,219,294,591,301,1967,1577,43.8,975,306,0,78,92,697,265,10,0,9406644.0
4341,1339,3070,1134,5143,131,0,1043.0,20,2521,3.1,1631,920,2555,1790,465,55187.0,48455.0,55469.0,48768.0,322,1393,397,2539,898,759,6351,17,51,813,745,467,152,5.7,281,262,624,1118,434,3504,2900,42.7,2027,147,0,33,249,1347,708,0,0,17241963.0
4341,1339,3070,1134,5143,131,0,1043.0,20,2521,3.1,1631,920,2555,1790,465,55187.0,48455.0,55469.0,48768.0,322,1393,397,2539,898,759,6351,17,51,813,745,467,152,5.7,281,262,624,1118,434,3504,2900,42.7,2027,147,0,33,249,1347,708,0,0,17241963.0
4341,1339,3070,1134,5143,131,0,1043.0,20,2521,3.1,1631,920,2555,1790,465,55187.0,48455.0,55469.0,48768.0,322,1393,397,2539,898,759,6351,17,51,813,745,467,152,5.7,281,262,624,1118,434,3504,2900,42.7,2027,147,0,33,249,1347,708,0,0,17241963.0
3075,658,1861,570,3579,38,20,904.0,0,1429,3.79,971,158,1448,805,200,76546.0,33500.0,72790.0,63141.0,172,700,105,1380,726,545,2968,2351,99,440,328,176,74,5.3,465,80,1002,521,294,2340,2084,33.3,398,438,0,447,172,1033,78,241,64,11001516.0
1723,261,951,447,2174,0,0,831.0,0,885,3.58,536,159,932,449,189,49134.0,30115.0,42763.0,39167.0,18,384,65,890,203,356,1635,1541,91,289,188,101,42,5.0,305,65,519,414,137,1247,1460,32.3,103,231,0,210,134,696,3,40,40,6965450.0
2602,229,1582,520,3301,0,0,850.0,39,1271,3.73,951,283,1383,503,178,40723.0,20916.0,42516.0,35581.0,47,385,118,1181,435,326,2124,2373,227,557,284,0,0,4.8,154,118,1004,398,116,1959,2277,28.7,280,475,13,311,92,1285,86,0,14,4600657.0
2952,455,1842,748,3950,34,0,848.0,8,1433,3.88,1091,245,1504,656,135,55659.0,28509.0,52159.0,42067.0,154,500,156,1340,410,723,2663,2761,42,642,335,114,16,5.1,439,140,815,485,328,2292,2784,30.6,117,882,0,469,131,1263,83,1,39,5555894.0
2041,289,1102,527,2448,0,0,938.0,0,915,3.54,753,156,964,405,58,49302.0,23398.0,40428.0,42238.0,51,267,138,900,247,197,1542,2057,52,453,284,47,47,5.2,157,138,567,289,105,1465,1710,31.5,251,284,0,194,58,886,38,25,9,4552032.0
3301,476,1917,537,4096,35,17,929.0,0,1504,3.52,1226,228,1612,707,196,49488.0,31061.0,50016.0,50181.0,102,542,165,1534,326,789,3097,3134,153,435,378,89,123,4.8,377,132,1124,603,292,2376,2646,30.5,287,360,0,362,247,1416,82,6,13,7875799.0
3017,601,1681,356,3662,32,0,931.0,20,1497,3.42,922,238,1623,744,93,56300.0,39412.0,53643.0,45586.0,173,600,144,1593,625,766,2977,2961,156,542,495,138,55,5.2,282,134,1132,426,272,1973,2357,31.6,317,623,0,377,204,1361,18,0,25,7650312.0
687,151,355,201,890,7,0,963.0,0,372,3.94,257,26,401,144,84,52649.0,45526.0,40750.0,45144.0,60,133,11,401,221,210,946,579,29,148,180,29,25,5.6,55,11,284,71,40,551,746,25.7,110,159,0,57,55,357,34,0,0,2664337.0
2056,436,1187,298,2268,12,0,883.0,0,1035,3.58,523,232,1151,696,103,66251.0,40972.0,54625.0,52132.0,184,482,214,1127,617,401,2093,1652,89,342,231,127,132,5.2,247,187,678,288,123,1433,1330,35.0,397,220,0,506,15,919,31,117,66,17462023.0
2090,286,1158,310,2325,66,0,1068.0,9,1159,2.99,641,132,1244,551,98,80843.0,64650.0,67250.0,68611.0,182,440,111,1220,591,643,2283,2001,190,353,281,25,85,4.9,349,102,1016,362,42,1452,1402,32.1,230,291,18,221,42,846,48,229,62,1473100.0
2090,286,1158,310,2325,66,0,1068.0,9,1159,2.99,641,132,1244,551,98,80843.0,64650.0,67250.0,68611.0,182,440,111,1220,591,643,2283,2001,190,353,281,25,85,4.9,349,102,1016,362,42,1452,1402,32.1,230,291,18,221,42,846,48,229,62,1473100.0
4648,868,2581,934,5462,84,0,846.0,18,2433,3.37,1671,460,2623,1208,196,64516.0,40471.0,65214.0,49295.0,316,937,271,2508,1085,948,4900,3552,112,907,581,122,24,4.9,647,244,1458,627,380,3250,3709,33.3,428,528,0,671,245,1888,201,107,24,13080672.0
4648,868,2581,934,5462,84,0,846.0,18,2433,3.37,1671,460,2623,1208,196,64516.0,40471.0,65214.0,49295.0,316,937,271,2508,1085,948,4900,3552,112,907,581,122,24,4.9,647,244,1458,627,380,3250,3709,33.3,428,528,0,671,245,1888,201,107,24,13080672.0
1446,254,856,357,1945,0,0,804.0,0,681,3.65,553,131,798,253,16,45263.0,31482.0,39861.0,34583.0,20,192,61,790,99,281,1441,1065,195,225,137,31,26,4.7,98,53,417,225,172,1097,1383,29.7,169,146,8,131,137,419,43,42,0,3282517.0
3807,367,2438,1019,4754,47,0,903.0,12,1579,4.02,1312,346,1637,855,167,51305.0,27386.0,40762.0,41829.0,124,692,163,1535,427,734,3805,2207,112,677,306,178,144,5.4,356,151,1152,847,242,3187,3056,30.5,712,357,0,435,233,1227,150,0,0,9941247.0
3602,407,2357,835,4334,18,0,771.0,12,1765,3.66,1206,468,1849,911,124,58675.0,32297.0,55282.0,45174.0,174,654,257,1725,355,785,2802,2954,388,384,387,106,70,5.0,270,219,730,1139,184,2829,2518,39.3,774,492,0,517,345,1280,373,0,17,10105847.0
2927,463,1804,533,3491,0,0,879.0,0,1193,3.82,1019,297,1288,763,135,58823.0,33154.0,51642.0,51715.0,57,517,246,1244,296,353,2106,2667,106,275,279,171,125,5.4,303,198,893,490,339,2240,2114,31.9,806,112,0,355,179,453,122,0,0,9227851.0
3056,506,2080,779,3920,18,0,849.0,0,1591,3.87,1197,359,1635,906,123,52013.0,34727.0,45042.0,40528.0,78,667,239,1489,250,513,3306,1766,189,490,415,122,117,5.3,467,197,674,636,344,2642,2750,29.5,829,251,0,535,130,1103,245,0,0,10487238.0
3022,617,1612,845,3732,64,0,1044.0,0,1215,3.81,1101,219,1248,592,182,57073.0,30417.0,54837.0,56202.0,53,475,117,1113,392,405,2766,1414,31,312,268,15,140,5.0,111,100,1052,609,179,2164,2518,31.4,563,394,0,214,242,672,220,0,0,6995970.0
3331,524,1902,868,3754,38,10,867.0,0,1235,4.05,1096,425,1307,810,203,56143.0,40500.0,54758.0,45216.0,122,674,136,1190,302,449,3429,2562,14,452,459,56,96,5.7,297,60,540,704,258,2571,2591,38.0,788,192,0,431,295,610,146,26,0,8334145.0
1914,276,1193,764,2219,0,0,960.0,10,844,4.17,673,158,866,392,47,48863.0,22113.0,48671.0,47778.0,62,317,75,716,260,296,1925,913,43,151,243,77,43,5.1,118,21,580,337,124,1714,1478,32.9,243,269,11,221,34,585,95,0,0,4209577.0
2686,291,1642,692,3276,25,25,862.0,30,1149,3.59,1021,157,1222,501,49,51955.0,31256.0,40839.0,42018.0,91,342,159,1048,169,496,2366,1241,72,460,101,24,72,4.4,106,159,866,611,367,2275,2069,30.7,248,581,0,341,270,958,124,0,0,5864395.0
4217,521,2368,1469,5263,17,0,947.0,0,1842,3.95,1665,164,1949,1069,160,58206.0,23066.0,37171.0,42623.0,129,967,102,1843,271,908,3757,2245,131,626,440,207,171,5.4,601,74,1792,795,341,3531,3784,28.6,675,456,0,462,353,1245,376,0,0,11574081.0
1112,268,743,520,1498,0,0,746.0,0,580,3.86,459,61,608,368,127,53607.0,33398.0,47898.0,45529.0,41,270,98,608,229,263,1571,943,136,145,148,50,10,5.2,107,73,354,232,79,996,1076,26.4,360,110,0,210,69,351,46,0,48,3946587.0
1387,238,938,513,1726,14,0,846.0,0,597,4.27,500,160,613,311,113,46529.0,35159.0,52016.0,37263.0,88,259,52,531,66,196,1343,809,9,195,167,74,28,5.2,90,52,392,330,170,1312,1059,31.2,276,159,9,126,114,524,104,0,0,9679270.0
4260,376,3092,1464,5945,29,0,876.0,0,2059,4.09,1756,456,2073,817,263,46232.0,24727.0,36389.0,36472.0,211,705,112,1862,418,845,5553,1864,118,667,405,125,105,4.8,441,69,1224,771,250,4127,3975,25.9,481,805,0,291,215,907,232,0,33,10528618.0
1748,174,1124,1032,2160,19,23,863.0,0,863,4.35,758,119,926,270,107,37827.0,22532.0,34519.0,32885.0,36,209,61,782,150,212,2037,670,96,332,104,94,51,4.6,75,42,662,319,71,1953,1644,23.2,185,523,0,57,28,819,10,0,11,4781173.0
3290,629,2167,1253,4493,37,0,1000.0,0,1428,4.6,1330,258,1478,828,296,48316.0,27977.0,43861.0,42315.0,66,735,93,1143,237,672,3946,1459,47,488,271,259,108,5.4,413,93,1060,721,241,3066,3396,25.8,666,397,0,352,341,723,359,0,0,29437193.0
2370,232,1482,1409,3250,23,0,843.0,23,1204,4.18,1152,248,1242,696,84,44577.0,32720.0,38253.0,38855.0,23,585,111,1008,225,510,3130,1112,41,599,260,66,45,5.0,307,97,454,562,242,2193,2803,22.5,463,333,9,227,151,846,131,47,0,7383087.0
2676,514,1374,565,3097,54,29,939.0,0,1154,4.0,864,209,1237,750,242,64014.0,36157.0,65938.0,58750.0,78,563,187,1149,324,483,2442,1683,102,460,189,109,47,5.1,263,152,724,661,243,1894,2201,33.9,623,220,0,281,120,232,273,68,51,6524457.0
2676,514,1374,565,3097,54,29,939.0,0,1154,4.0,864,209,1237,750,242,64014.0,36157.0,65938.0,58750.0,78,563,187,1149,324,483,2442,1683,102,460,189,109,47,5.1,263,152,724,661,243,1894,2201,33.9,623,220,0,281,120,232,273,68,51,6524457.0
2771,401,1586,685,3119,0,0,1080.0,0,1373,3.39,1124,423,1391,1372,215,156253.0,89186.0,127885.0,118352.0,263,1039,333,1382,1240,451,3943,2749,0,106,207,432,236,7.4,664,276,164,721,404,2067,2026,44.1,1450,0,18,731,394,806,263,0,9,12218439.0
2921,631,1743,842,3308,12,0,779.0,23,1433,3.64,1078,401,1586,1126,272,85990.0,71068.0,77389.0,66472.0,227,896,230,1557,962,444,4398,1556,171,214,420,196,219,6.2,474,160,245,846,397,2294,2161,40.8,1101,44,18,355,262,1076,172,12,0,14934379.0
1540,444,800,368,1729,0,0,1086.0,0,887,3.07,622,232,905,808,167,97482.0,76490.0,100435.0,89960.0,51,505,303,893,364,237,2241,2214,12,210,168,150,100,6.6,169,229,252,315,231,1063,1236,39.2,860,0,8,291,80,29,525,0,0,8001894.0
1401,238,834,436,1561,0,0,814.0,0,782,3.21,589,175,782,741,127,107610.0,76987.0,122788.0,93011.0,194,456,285,782,607,249,2066,2059,21,129,151,203,113,6.7,128,251,327,375,157,1082,1016,36.3,701,22,7,365,105,181,322,0,8,7711583.0
1236,148,662,316,1366,29,0,689.0,11,577,3.47,494,161,613,528,49,123654.0,101985.0,106071.0,96938.0,58,382,146,613,413,222,1778,1511,0,75,212,128,110,6.7,224,136,103,397,165,886,948,43.5,494,27,0,244,96,385,149,0,0,6642480.0
2243,506,1364,308,2484,20,0,821.0,0,1283,2.96,767,267,1400,724,168,76501.0,50833.0,72440.0,56346.0,189,590,134,1393,811,276,2862,1212,127,346,173,158,174,5.1,235,118,519,477,288,1598,1420,38.9,710,103,0,283,79,892,164,47,0,8834450.0
2649,748,1654,403,3002,13,0,945.0,0,1313,3.4,881,544,1399,1088,77,58009.0,48205.0,58914.0,44934.0,98,695,393,1356,504,360,3499,33,11,410,481,178,130,5.8,84,329,257,704,242,1889,1668,46.9,1162,10,8,121,185,312,439,0,11,417752.0
2558,619,1876,460,2939,37,11,714.0,16,1237,3.73,858,713,1296,1053,301,57760.0,39492.0,69032.0,58750.0,137,591,462,1254,429,513,3700,6,0,348,281,299,120,6.2,93,341,273,488,173,2374,1351,44.3,1064,0,0,130,205,492,133,0,0,560117.0
3029,278,1722,526,3658,10,0,748.0,11,1313,3.97,917,279,1421,512,114,43293.0,21807.0,36763.0,37446.0,27,217,295,1277,383,421,2309,1941,193,249,288,119,34,4.4,22,209,1134,211,224,2235,2463,29.5,121,642,0,229,106,1393,90,0,0,207426.0
2897,299,1824,647,3508,41,0,771.0,25,1299,3.4,1031,448,1460,630,197,49480.0,41789.0,48036.0,41543.0,99,308,322,1400,522,432,2126,1227,142,474,222,107,73,4.7,84,224,528,653,196,2197,2016,39.2,337,446,11,258,101,1144,22,35,75,4241417.0
1775,174,931,254,2056,10,0,828.0,0,931,3.12,599,195,939,469,91,52413.0,32691.0,35489.0,33678.0,72,302,167,924,246,278,1497,1016,114,346,166,87,68,4.9,135,107,446,422,217,1058,1331,39.0,336,247,0,139,78,1028,6,23,50,2019849.0
1596,157,903,470,1951,0,9,752.0,8,858,3.79,481,183,961,466,63,42102.0,31538.0,41719.0,33563.0,29,306,160,907,266,215,1636,1330,151,270,119,106,107,4.8,162,90,283,334,216,1220,1193,36.0,372,300,0,81,25,730,52,45,45,983760.0
2362,262,1406,493,2973,0,52,761.0,35,1337,3.33,848,246,1421,543,151,50591.0,34722.0,49167.0,39725.0,30,328,215,1364,507,395,2358,1589,228,449,206,66,15,4.3,58,110,587,480,251,1749,1866,33.8,264,616,0,179,67,1316,185,65,39,5859469.0
3140,485,1858,859,3879,0,0,802.0,31,1673,3.67,1038,373,1714,901,234,67265.0,39620.0,60962.0,43538.0,122,588,313,1524,682,485,3362,2621,268,452,391,57,71,4.8,255,266,687,802,261,2416,2573,34.6,706,480,0,286,190,1223,147,137,52,9278479.0
3140,485,1858,859,3879,0,0,802.0,31,1673,3.67,1038,373,1714,901,234,67265.0,39620.0,60962.0,43538.0,122,588,313,1524,682,485,3362,2621,268,452,391,57,71,4.8,255,266,687,802,261,2416,2573,34.6,706,480,0,286,190,1223,147,137,52,9278479.0
2068,331,1249,276,2621,11,0,810.0,21,1142,3.14,757,213,1201,441,131,64715.0,47744.0,53750.0,49531.0,157,300,141,1149,528,446,2178,1674,152,384,268,70,50,4.9,152,109,672,236,305,1423,1593,33.4,214,476,0,192,102,1026,54,3,9,5920316.0
2068,331,1249,276,2621,11,0,810.0,21,1142,3.14,757,213,1201,441,131,64715.0,47744.0,53750.0,49531.0,157,300,141,1149,528,446,2178,1674,152,384,268,70,50,4.9,152,109,672,236,305,1423,1593,33.4,214,476,0,192,102,1026,54,3,9,5920316.0
2421,544,1560,291,2881,0,0,765.0,0,1454,3.24,807,351,1502,865,258,69235.0,54875.0,71736.0,51696.0,182,567,298,1433,554,583,2995,2394,181,525,339,102,60,4.9,298,245,552,357,312,1926,1603,37.2,494,456,0,293,184,1150,109,53,194,13468548.0
2421,544,1560,291,2881,0,0,765.0,0,1454,3.24,807,351,1502,865,258,69235.0,54875.0,71736.0,51696.0,182,567,298,1433,554,583,2995,2394,181,525,339,102,60,4.9,298,245,552,357,312,1926,1603,37.2,494,456,0,293,184,1150,109,53,194,13468548.0
1958,271,1086,270,2194,0,0,924.0,0,991,3.18,672,260,1042,672,48,72126.0,65645.0,70135.0,53145.0,60,370,302,1011,480,226,1583,1465,29,236,314,56,90,5.4,197,179,418,299,102,1380,1251,38.5,420,242,0,289,66,475,41,52,85,6967510.0
1958,271,1086,270,2194,0,0,924.0,0,991,3.18,672,260,1042,672,48,72126.0,65645.0,70135.0,53145.0,60,370,302,1011,480,226,1583,1465,29,236,314,56,90,5.4,197,179,418,299,102,1380,1251,38.5,420,242,0,289,66,475,41,52,85,6967510.0
1810,198,1058,404,2246,18,0,745.0,0,936,3.4,615,223,994,385,36,36876.0,24549.0,31901.0,31743.0,10,202,183,963,198,291,1190,721,72,427,202,47,0,4.8,39,160,430,563,124,1281,1435,35.4,207,369,0,179,76,955,94,17,0,2856884.0
1810,198,1058,404,2246,18,0,745.0,0,936,3.4,615,223,994,385,36,36876.0,24549.0,31901.0,31743.0,10,202,183,963,198,291,1190,721,72,427,202,47,0,4.8,39,160,430,563,124,1281,1435,35.4,207,369,0,179,76,955,94,17,0,2856884.0
1528,238,897,258,1726,0,0,1001.0,28,731,3.05,600,169,769,578,57,59349.0,32571.0,50764.0,50451.0,39,370,208,734,281,277,1025,682,44,300,171,68,9,5.0,96,155,349,390,104,1102,982,39.4,352,183,0,254,73,500,30,30,40,3365693.0
1528,238,897,258,1726,0,0,1001.0,28,731,3.05,600,169,769,578,57,59349.0,32571.0,50764.0,50451.0,39,370,208,734,281,277,1025,682,44,300,171,68,9,5.0,96,155,349,390,104,1102,982,39.4,352,183,0,254,73,500,30,30,40,3365693.0
1528,238,897,258,1726,0,0,1001.0,28,731,3.05,600,169,769,578,57,59349.0,32571.0,50764.0,50451.0,39,370,208,734,281,277,1025,682,44,300,171,68,9,5.0,96,155,349,390,104,1102,982,39.4,352,183,0,254,73,500,30,30,40,3365693.0
1626,268,1166,476,2203,27,0,806.0,0,765,3.8,612,221,818,432,85,50238.0,32716.0,36250.0,35064.0,74,269,163,797,163,450,1634,1301,49,324,257,68,49,5.3,65,106,446,449,105,1590,1372,28.7,378,280,0,12,96,556,129,57,3,4697929.0
2056,227,1151,880,2548,0,0,782.0,18,889,4.11,789,117,915,441,106,50202.0,29674.0,29959.0,36893.0,75,355,86,829,161,213,2090,1233,58,156,239,90,100,5.3,73,76,629,360,209,1736,2089,27.6,403,139,0,21,76,758,54,0,14,4434618.0
2495,273,1318,638,2893,0,12,733.0,0,1173,3.69,877,252,1235,620,99,44522.0,29589.0,36767.0,33375.0,106,395,225,1226,279,359,2294,1785,161,379,395,103,0,5.0,95,171,822,487,222,1786,1972,33.3,664,349,0,83,82,801,435,0,14,7902286.0
2966,386,2242,1471,4091,0,0,796.0,0,1433,4.38,1180,229,1447,628,62,41374.0,27500.0,40417.0,40997.0,165,365,263,1085,276,449,3413,2577,69,576,290,36,190,4.9,72,179,801,366,305,2863,2939,25.3,246,414,0,181,154,1090,128,0,0,7187861.0
2503,405,1404,813,3263,0,28,694.0,12,1178,4.13,890,200,1225,643,203,56352.0,30828.0,57500.0,52468.0,108,492,151,1007,319,318,2283,2230,70,486,277,9,19,4.8,152,137,939,550,186,2014,2461,27.0,300,545,0,174,171,895,102,48,52,7280727.0
3042,248,1904,1297,4036,21,0,808.0,0,1452,4.24,1262,231,1540,631,109,46112.0,26939.0,39231.0,40904.0,193,472,159,1370,236,592,3441,3438,46,398,404,112,44,4.9,172,109,1210,684,233,2771,3125,25.7,314,358,0,88,254,904,224,36,0,6929203.0
2996,245,1953,1314,3922,0,0,776.0,0,1477,4.3,1178,253,1477,693,100,44204.0,26646.0,41667.0,40125.0,149,485,208,1320,221,506,2863,2917,116,631,205,69,115,4.9,178,123,823,642,240,2799,2799,26.4,421,461,0,49,120,930,220,0,74,8115639.0
1042,92,638,353,1340,0,0,748.0,0,468,4.07,423,59,484,279,60,45785.0,26295.0,40917.0,37432.0,0,225,54,416,83,107,758,1019,9,99,91,0,18,4.3,44,45,339,276,59,909,897,28.2,118,143,0,39,70,381,56,0,14,3496309.0
4047,249,2659,1369,5041,67,0,803.0,0,1934,4.34,1532,239,1959,787,173,46579.0,28074.0,37011.0,38820.0,52,555,232,1610,227,544,4304,3723,61,625,344,42,79,4.7,129,123,1587,924,299,3680,3862,26.0,481,552,0,179,249,1277,233,0,24,10165929.0
4047,249,2659,1369,5041,67,0,803.0,0,1934,4.34,1532,239,1959,787,173,46579.0,28074.0,37011.0,38820.0,52,555,232,1610,227,544,4304,3723,61,625,344,42,79,4.7,129,123,1587,924,299,3680,3862,26.0,481,552,0,179,249,1277,233,0,24,10165929.0
4047,249,2659,1369,5041,67,0,803.0,0,1934,4.34,1532,239,1959,787,173,46579.0,28074.0,37011.0,38820.0,52,555,232,1610,227,544,4304,3723,61,625,344,42,79,4.7,129,123,1587,924,299,3680,3862,26.0,481,552,0,179,249,1277,233,0,24,10165929.0
2192,603,1386,677,2697,91,77,592.0,11,1063,3.77,770,405,1148,642,56,38972.0,30858.0,34397.0,31391.0,48,417,225,1085,233,358,3297,74,123,323,227,235,27,5.5,45,156,312,307,260,1896,1536,37.8,683,59,0,55,139,417,122,242,0,2615846.0
1771,439,1000,124,1900,27,0,788.0,18,872,2.82,612,461,937,790,154,71996.0,60395.0,65511.0,64979.0,85,528,262,937,381,185,2121,18,31,282,351,75,122,5.7,82,183,228,310,137,1135,1016,50.9,799,58,8,9,163,180,419,31,0,3049035.0
973,260,861,99,1264,19,0,794.0,0,597,2.74,400,197,602,282,23,62454.0,36087.0,64356.0,63387.0,0,166,116,584,253,189,1289,0,34,162,255,18,43,5.6,8,88,126,361,42,926,439,46.3,229,207,0,26,25,163,256,0,0,1251892.0
1033,247,687,268,1176,0,10,1144.0,0,653,2.95,393,265,653,414,110,50163.0,55352.0,38875.0,52944.0,39,236,178,653,210,161,1416,0,0,161,296,124,0,5.8,71,104,125,216,71,815,632,47.0,452,187,0,19,13,223,223,0,0,2159218.0
5002,1403,3031,720,5657,151,0,959.0,16,2426,3.1,1953,1193,2539,2159,307,81616.0,55684.0,60861.0,57697.0,319,1453,706,2473,1067,560,6023,47,46,704,757,383,418,6.0,406,529,668,1102,343,3584,3176,46.4,2350,0,0,307,253,472,1171,0,0,10021219.0
2144,575,1366,568,2378,0,0,695.0,0,1084,3.4,885,335,1099,778,90,64194.0,47721.0,44886.0,43977.0,159,573,205,1078,309,385,3061,85,53,304,487,82,81,5.7,130,160,445,374,228,1684,1547,37.6,976,57,0,9,91,478,407,29,0,7585998.0
2542,635,1941,652,3089,0,38,743.0,0,1635,3.05,1057,328,1817,227,104,34216.0,36339.0,25503.0,22787.0,262,155,72,1706,273,569,4217,10,493,635,127,72,26,4.1,30,35,716,501,308,2596,1649,29.5,128,1072,0,0,54,1096,535,25,0,3946872.0
2375,689,1434,375,2632,14,58,769.0,0,1615,3.03,667,331,1804,209,19,29895.0,28333.0,26250.0,26250.0,134,172,37,1693,287,445,3402,20,363,414,225,28,24,4.1,38,26,847,590,199,1784,1618,32.5,106,745,0,37,5,965,415,32,0,5114282.0
3544,980,2679,1027,4244,33,45,823.0,29,2258,3.08,1366,514,2491,425,99,42474.0,44449.0,30341.0,22654.0,205,296,129,2478,437,767,5568,0,191,905,587,30,75,4.7,110,129,768,850,346,3539,2063,34.6,177,1388,0,89,43,1538,436,0,0,8706428.0
2320,850,1628,584,2787,111,13,725.0,14,1258,3.19,698,589,1705,481,40,37347.0,37813.0,33182.0,27461.0,109,333,148,1705,421,323,3239,0,634,387,218,161,125,4.3,102,132,329,638,215,1895,1418,46.4,491,268,0,54,67,621,337,30,103,10654043.0
3551,1016,2353,828,4023,14,0,824.0,14,2189,2.98,1350,670,2290,1253,192,53549.0,54643.0,48418.0,42254.0,62,727,526,2273,639,572,4951,17,250,520,542,95,240,5.3,281,377,594,661,479,2892,2180,43.0,1283,337,0,140,146,803,531,0,42,13563764.0
1750,300,1143,511,1978,0,0,781.0,0,895,3.49,631,299,913,816,122,82566.0,78512.0,98942.0,77708.0,75,612,204,913,546,302,2555,0,0,90,343,349,94,6.6,280,107,141,525,160,1397,1170,42.7,869,0,0,230,197,101,211,158,0,5908385.0
1750,300,1143,511,1978,0,0,781.0,0,895,3.49,631,299,913,816,122,82566.0,78512.0,98942.0,77708.0,75,612,204,913,546,302,2555,0,0,90,343,349,94,6.6,280,107,141,525,160,1397,1170,42.7,869,0,0,230,197,101,211,158,0,5908385.0
1398,425,796,268,1578,0,0,810.0,0,584,3.8,421,251,620,456,136,61699.0,55926.0,76696.0,47857.0,46,352,104,620,213,128,1893,28,20,296,229,0,31,5.4,85,65,277,539,49,939,954,45.1,530,36,0,10,119,366,83,9,0,3951024.0
1226,471,922,393,1526,10,0,738.0,8,716,3.07,524,110,804,180,79,39644.0,30060.0,31250.0,26613.0,47,97,83,804,213,196,1951,17,144,167,124,35,31,4.4,7,73,247,295,184,1079,875,35.1,128,138,0,21,32,305,180,0,0,1322449.0
2026,518,1275,556,2384,11,0,790.0,25,1033,3.51,793,409,1093,696,112,52600.0,31897.0,51488.0,41806.0,27,465,231,1049,408,404,3209,20,64,234,408,140,113,5.7,151,158,502,376,151,1696,1513,33.6,705,211,0,29,75,674,131,0,0,6357599.0
2513,588,1620,527,3010,25,0,784.0,16,1448,3.63,816,452,1490,839,103,50230.0,37405.0,39926.0,35426.0,34,544,295,1459,377,422,3716,17,124,452,352,173,189,5.5,17,161,344,613,214,1920,1846,38.7,926,103,0,0,45,533,285,27,0,7550596.0
2513,588,1620,527,3010,25,0,784.0,16,1448,3.63,816,452,1490,839,103,50230.0,37405.0,39926.0,35426.0,34,544,295,1459,377,422,3716,17,124,452,352,173,189,5.5,17,161,344,613,214,1920,1846,38.7,926,103,0,0,45,533,285,27,0,7550596.0
793,120,601,374,978,0,0,757.0,0,486,3.92,338,64,486,77,0,29453.0,36406.0,32234.0,30904.0,102,45,32,431,14,188,1383,78,132,144,121,47,22,4.5,0,32,347,79,41,842,714,25.4,80,229,0,0,0,246,132,0,21,2131966.0
2923,379,1837,1403,3587,36,0,889.0,14,1304,4.63,1071,142,1339,692,194,49580.0,24718.0,44617.0,43183.0,57,604,88,1261,264,191,3614,850,44,412,408,223,85,5.6,190,63,1033,488,272,2912,2525,27.5,654,303,0,80,149,596,327,54,63,6644543.0
